# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
    4369.972      100.500     1338.613     1673.715
    4371.983       99.500     1339.113     1674.215
    4373.992       99.500     1339.363     1674.465
    4376.000      100.600     1339.613     1674.715
    4378.008      100.100     1340.113     1675.215
    4380.019      100.000     1340.363     1675.465
    4382.028       99.500     1340.863     1675.965
    4384.037      100.500     1341.113     1676.215
    4386.048       99.500     1341.363     1676.465
    4388.056      100.100     1341.863     1676.965
    4390.064      100.100     1342.113     1677.215
    4392.072       99.600     1342.613     1677.715
    4394.080      100.100     1342.863     1677.965
    4396.088      100.100     1343.363     1678.465
    4398.096      100.100     1343.613     1678.715
    4400.104       99.600     1344.113     1679.215
    4402.112      100.600     1344.363     1679.465
    4404.120       99.600     1344.863     1679.965
    4406.128      100.600     1345.113     1680.215
    4408.139       99.500     1345.613     1680.715
    4410.148      100.000     1346.055     1681.340
    4412.160      100.000     1346.305     1681.590
    4414.170      100.000     1346.805     1682.090
    4416.180      100.000     1347.055     1682.340
    4418.188       99.600     1347.555     1682.840
    4420.196      100.100     1347.805     1683.090
    4422.204      100.100     1348.305     1683.590
    4424.212      100.100     1348.555     1683.840
    4426.220      100.100     1349.055     1684.340
    4428.228      100.100     1349.305     1684.590
    4430.236       99.600     1349.805     1685.090
    4432.244      100.100     1350.055     1685.340
    4434.254      100.000     1350.305     1685.590
    4436.264      100.000     1350.805     1686.090
    4438.272      100.100     1351.055     1686.340
    4440.280       99.500     1351.555     1686.840
    4442.291      100.500     1351.805     1687.090
    4444.300       99.500     1352.305     1687.590
    4446.310      100.000     1352.555     1687.840
    4448.321      100.000     1353.055     1688.340
    4450.331      100.500     1353.305     1688.590
    4452.340       99.500     1353.805     1689.090
    4454.348       99.600     1354.055     1689.340
    4456.356      100.100     1354.555     1689.840
    4458.364      100.600     1354.805     1690.090
    4460.372       99.600     1355.305     1690.590
    4462.380      100.100     1355.555     1690.840
    4464.388       99.600     1356.055     1691.090
    4466.396      100.100     1356.305     1691.590
    4468.404      100.100     1356.555     1691.840
    4470.414      100.000     1357.055     1692.340
    4472.424       99.900     1357.305     1692.590
    4474.436      100.000     1357.805     1693.090
    4476.444      100.100     1358.055     1693.340
    4478.455      100.500     1358.555     1693.840
    4480.465       99.500     1358.805     1694.090
    4482.476      100.000     1359.305     1694.590
    4484.487      100.000     1359.555     1694.840
    4486.497      100.500     1359.805     1695.090
    4488.507       99.500     1360.305     1695.590
    4490.516      100.000     1360.555     1695.840
    4492.524      100.100     1361.055     1696.340
    4494.532       99.600     1361.305     1696.590
    4496.540      100.600     1361.805     1697.090
    4498.548       99.600     1362.055     1697.340
    4500.556       99.600     1362.555     1697.840
    4502.564      100.600     1362.805     1698.090
    4504.572       99.600     1363.305     1698.590
    4506.580      100.100     1363.555     1698.840
    4508.588      100.100     1364.055     1699.340
    4510.596      100.100     1364.305     1699.590
    4512.607       99.500     1364.555     1699.840
    4514.616      100.100     1365.055     1700.340
    4516.624      100.100     1365.305     1700.590
    4518.632      100.100     1365.805     1701.090
    4520.643      100.000     1366.055     1701.340
    4522.652      100.000     1366.555     1701.840
    4524.662      100.000     1366.805     1702.090
    4526.672       99.500     1367.305     1702.590
    4528.680      100.100     1367.555     1702.840
    4530.688      100.500     1367.805     1703.090
    4532.699       99.500     1368.305     1703.590
    4534.708      100.100     1368.555     1703.840
    4536.716       99.600     1369.055     1704.340
    4538.724      100.100     1369.305     1704.590
    4540.732      100.100     1369.805     1705.090
    4542.740      100.100     1370.055     1705.340
    4544.748      100.100     1370.305     1705.590
    4546.756      100.100     1370.805     1706.090
    4548.764      100.100     1371.055     1706.340
    4550.772       99.600     1371.555     1706.840
    4552.780      100.100     1371.805     1707.090
    4554.791       99.900     1372.305     1707.590
    4556.800      100.100     1372.555     1707.840
    4558.811      100.000     1373.055     1708.340
    4560.820      100.000     1373.305     1708.590
    4562.830       99.700     1373.555     1708.840
    4564.844      100.500     1374.055     1709.340
    4566.855       99.500     1374.305     1709.590
    4568.864      100.500     1374.555     1709.840
    4570.875       99.400     1375.055     1710.340
    4572.884      100.100     1375.305     1710.590
    4574.892      100.100     1375.805     1711.090
    4576.900       99.500     1376.055     1711.340
    4578.911      100.000     1376.305     1711.590
    4580.920      100.500     1376.805     1712.090
    4582.928       99.600     1377.055     1712.340
    4584.938      100.000     1377.555     1712.840
    4586.948      100.000     1377.805     1713.090
    4588.957      100.000     1378.305     1713.590
    4590.967      100.000     1378.555     1713.840
    4592.976      100.100     1379.055     1714.340
    4594.984       99.600     1379.305     1714.590
    4596.992      100.600     1379.805     1715.090
    4599.002      100.000     1380.055     1715.340
    4601.012       99.500     1380.555     1715.840
    4603.020      100.100     1380.805     1716.090
    4605.028      100.100     1381.055     1716.340
    4607.036       99.600     1381.555     1716.840
    4609.044      100.600     1381.805     1717.090
    4611.052       99.600     1382.305     1717.590
    4613.060      100.600     1382.555     1717.840
    4615.071      100.000     1383.055     1718.340
    4617.080       99.500     1383.305     1718.590
    4619.088       99.600     1383.805     1719.090
    4621.096      100.600     1384.055     1719.340
    4623.104      100.100     1384.555     1719.840
    4625.115       99.500     1384.805     1720.090
    4627.124      100.000     1385.055     1720.340
    4629.132      100.100     1385.555     1720.840
    4631.143      100.000     1385.805     1721.090
    4633.152      100.500     1386.305     1721.590
    4635.163       99.500     1386.555     1721.840
    4637.173      100.000     1387.055     1722.340
    4639.184      100.000     1387.305     1722.590
    4641.192       99.600     1387.805     1723.090
    4643.200      100.100     1388.055     1723.340
    4645.211      100.500     1388.305     1723.590
    4647.220      100.000     1388.805     1724.090
    4649.228       99.600     1389.055     1724.340
    4651.236       99.600     1389.555     1724.840
    4653.244      100.600     1389.805     1725.090
    4655.252       99.600     1390.305     1725.590
    4657.260      100.100     1390.555     1725.840
    4659.268       99.600     1390.805     1726.090
    4661.277      100.600     1391.305     1726.590
    4663.287       99.500     1391.555     1726.840
    4665.296      100.000     1392.055     1727.340
    4667.306      100.000     1392.305     1727.590
    4669.316      100.000     1392.805     1728.090
    4671.324      100.100     1393.055     1728.340
    4673.332       99.600     1393.555     1728.840
    4675.340      100.100     1393.805     1729.090
    4677.348      100.600     1394.305     1729.590
    4679.358       99.500     1394.555     1729.840
    4681.367       99.900     1395.055     1730.340
    4683.379      100.500     1395.305     1730.590
    4685.388       99.500     1395.555     1730.840
    4687.396      100.100     1396.055     1731.340
    4689.404      100.100     1396.305     1731.590
    4691.412      100.100     1396.805     1732.090
    4693.420      100.100     1397.055     1732.340
    4695.428       99.600     1397.555     1732.840
    4697.437       99.900     1397.805     1733.090
    4699.450      100.000     1398.305     1733.590
    4701.460      100.000     1398.555     1733.840
    4703.470      100.000     1399.055     1734.340
    4705.480      100.000     1399.305     1734.590
    4707.488      100.100     1399.805     1735.090
    4709.496       99.600     1400.055     1735.340
    4711.506      100.500     1400.305     1735.590
    4713.516       99.500     1400.805     1736.090
    4715.524      100.600     1401.055     1736.340
    4717.532       99.600     1401.555     1736.840
    4719.540       99.600     1401.805     1737.090
    4721.548      100.600     1402.305     1737.590
    4723.556      100.100     1402.555     1737.840
    4725.564       99.600     1403.055     1738.340
    4727.573      100.000     1403.305     1738.590
    4729.584      100.000     1403.805     1739.090
    4731.594      100.500     1404.055     1739.340
    4733.603       99.500     1404.305     1739.590
    4735.612      100.100     1404.805     1740.090
    4737.620       99.600     1405.055     1740.340
    4739.628      100.100     1405.555     1740.840
    4741.638      100.000     1405.805     1741.090
    4743.648      100.000     1406.305     1741.590
    4745.656      100.100     1406.555     1741.840
    4747.664      100.100     1407.055     1742.340
    4749.672      100.100     1407.305     1742.590
    4751.680      100.100     1407.805     1743.090
    4753.688       99.600     1408.055     1743.340
    4755.696      100.100     1408.305     1743.590
    4757.704      100.100     1408.805     1744.090
    4759.712       99.600     1409.055     1744.340
    4761.720      100.100     1409.555     1744.840
    4763.728      100.100     1409.805     1745.090
    4765.736       99.600     1410.305     1745.590
    4767.744      100.600     1410.555     1745.840
    4769.752       99.600     1411.055     1746.340
    4771.760      100.100     1411.305     1746.590
    4773.768      100.100     1411.805     1747.090
    4775.776      100.100     1412.055     1747.340
    4777.784      100.100     1412.555     1747.840
    4779.792       99.600     1412.805     1748.090
    4781.800      100.100     1413.055     1748.340
    4783.808      100.100     1413.555     1748.840
    4785.816      100.100     1413.805     1749.090
    4787.824      100.100     1414.305     1749.590
    4789.835       99.500     1414.555     1749.840
    4791.844      100.000     1415.055     1750.340
    4793.852      100.100     1415.305     1750.590
    4795.860      100.100     1415.805     1751.090
    4797.870       99.500     1416.055     1751.340
    4799.880      100.000     1416.555     1751.840
    4801.888      100.000     1416.805     1752.090
    4803.899      100.500     1417.305     1752.590
    4805.908       99.500     1417.555     1752.840
    4807.916      100.100     1417.805     1753.090
    4809.924       99.600     1418.305     1753.590
    4811.932      100.100     1418.555     1753.840
    4813.940      100.100     1419.055     1754.340
    4815.948      100.100     1419.305     1754.590
    4817.956      100.100     1419.805     1755.090
    4819.964       99.600     1420.055     1755.340
    4821.972      100.100     1420.555     1755.840
    4823.980      100.100     1420.805     1756.090
    4825.988      100.100     1421.305     1756.590
    4827.996       99.600     1421.555     1756.840
    4830.004      100.100     1422.055     1757.340
    4832.015      100.000     1422.305     1757.590
    4834.024      100.500     1422.805     1758.090
    4836.032       99.600     1423.055     1758.340
    4838.042      100.000     1423.305     1758.590
    4840.052       99.700     1423.805     1759.090
    4842.068      100.500     1424.055     1759.340
    4844.076       99.600     1424.555     1759.840
    4846.084      100.100     1424.805     1760.090
    4848.092      100.100     1425.305     1760.590
    4850.100      100.100     1425.555     1760.840
    4852.108      100.100     1426.055     1761.340
    4854.116      100.100     1426.305     1761.590
    4856.124       99.600     1426.805     1762.090
    4858.132      100.100     1427.055     1762.340
    4860.140      100.600     1427.555     1762.840
    4862.151       99.500     1427.805     1763.090
    4864.160      100.000     1428.305     1763.590
    4866.171      100.000     1428.555     1763.840
    4868.180      100.000     1429.055     1764.340
    4870.188      100.100     1429.305     1764.590
    4872.196       99.600     1429.555     1764.840
    4874.204      100.100     1430.055     1765.340
    4876.212      100.100     1430.305     1765.590
    4878.220       99.600     1430.805     1766.090
    4880.228      100.100     1431.055     1766.340
    4882.236      100.100     1122.508     1457.590
    4884.244      100.100      914.055     1249.090
